name,age,birth year,first_name,family_name,father name,mother name,alive,death_cause,occ,height,strength,speed,stamina,weight,charisma,willpower,intel,melanin,parental,compassion,dexterity,weapon_prof,wealth,academic,farmer,fighter,hunter,merchant,gatherer,ruler,years_service
s_3 521 2139 5537,28,93,5537,s_3,3 521 2139,9 207 1098,1,alive,gatherer,66.2402,52.2348,63.3948,55.0855,191.285,77.9987,67.6093,83.9162,71.1607,69.8788,82.6862,73.9597,0,20437.9,1177.21,930.445,816.421,994.021,1122.37,975,992.414,0
s_56 315 744 4145,12,84,4145,s_56,56 315 744,98 377 1029,0,disease,useless,44.9121,24.8549,47.1868,59.211,49.7083,81.8123,78.8669,78.2843,67.9669,59.3163,72.4624,54.2626,0,0,1177.18,962,658.323,822.221,1152.61,975,897.98,0
s_61 391 1767 6548,18,99,6548,s_61,61 391 1767,34 532 2564,0,lack of mass,fighter,65.2281,41.5476,81.4678,94.6253,71.2013,77.1869,83.8989,75.7628,75.2414,82.6384,86.1942,76.4318,0,0,1177.12,1166.32,897.076,1136.41,1085.21,975,1138.46,0
s_44 125 579,14,34,579,s_44,44 125,34 163,0,disease,useless,57.4644,52.8988,66.7601,62.6764,75.3823,74.9893,81.3927,77.0066,76.6872,54.5116,84.5485,62.4068,0,0,1177.03,1079.26,817.847,981.332,1076.85,975,1016.09,0
s_39 189 1135 2902 7137,2,101,7137,s_39,39 189 1135 2902,21 176 635,0,accident,useless,10.5929,8.607,11.5202,13.213,21.0007,72.1827,70.0012,82.7024,71.1096,13.5342,86.8441,12.982,0,0,1177.03,695.47,347.281,383.306,1069.7,975,529.789,0
s_17 144 790 2192,1,67,2192,s_17,17 144 790,1 371 866,0,accident,useless,6.36754,6.46456,6.18664,7.33107,21.9033,68.7434,73.512,80.9394,76.524,8.06661,88.5074,8.30052,0,0,1176.95,702.995,313.745,334.661,1037.01,975,489.699,0
s_53 441 1759 5207,11,91,5207,s_53,53 441 1759,1 100 791 2397,0,accident,useless,44.7275,35.6553,55.5774,64.2262,44.1096,75.0692,68.7731,83.3079,78.7613,45.9746,74.5716,51.2458,0,0,1176.95,918.603,691.66,847.692,1116.27,975,889.664,0
s_69 181 891 3168 6510,23,98,6510,s_69,69 181 891 3168,1 100 506 1266 2933,1,alive,fighter,56.9566,56.6892,74.201,71.125,160.577,82.1363,77.2744,79.0544,67.8407,66.1527,69.2215,82.3459,0,1120.36,1176.92,1078.08,907.694,1118.72,1163.67,975,1103.1,5
s_11 121 593 1739 6139,20,96,6139,s_11,11 121 593 1739,28 158 2175,0,lack of mass,gatherer,52.4873,37.831,58.7337,71.7891,38.8151,78.3557,86.2103,74.5821,81.3044,81.3544,77.5672,88.5484,0,0,1176.87,1109.92,853.891,1091.04,1107.1,975,1063.41,0
s_1 237 912 2790 7503,12,103,7503,s_1,1 237 912 2790,37 369 1296 3439,0,lack of mass,useless,50.809,46.5755,57.657,56.461,40.0139,84.0557,71.8537,81.7567,74.0403,49.2343,76.3592,51.1039,0,0,1176.83,936.195,692.46,818.75,1170.94,975,908.514,0
s_22 124 941 3900 8622,12,109,8622,s_22,22 124 941 3900,43 876 2648,1,alive,useless,49.3865,34.1106,45.8772,53.5951,44.0307,81.8544,83.1668,76.0945,71.8236,61.8755,86.2869,51.1293,0,0,1176.78,993.543,644.42,776.509,1118.69,975,883.111,0
s_11 121 593 1739 4690 9086,10,111,9086,s_11,11 121 593 1739 4690,35 202 832 2990,1,alive,useless,44.6481,46.1769,45.3169,47.7168,59.9664,66.3726,82.6608,76.3427,79.8336,37.8297,68.53,48.4731,0,0,1176.73,1000.92,655.854,766.516,1046.58,975,829.541,0
s_35 143 526 2465 9170,6,111,9170,s_35,35 143 526 2465,40 418 1265 3069,0,accident,useless,25.8324,19.6198,28.198,33.2174,49.5434,72.9695,81.491,76.9256,76.8141,33.276,87.1522,27.4709,0,0,1176.71,891.93,497.074,578.823,1057.26,975,706.226,0
s_51 331 1895 8703,12,109,8703,s_51,51 331 1895,6 351 842 2879,1,alive,useless,48.7666,34.9176,72.2637,69.6766,55.287,73.1817,82.9403,76.2001,77.5651,46.9579,74.3428,55.4139,0,0,1176.7,1036.53,726.108,884.544,1082.19,975,942.49,0
s_32 111 615 2230 7180,19,102,7180,s_32,32 111 615 2230,68 363 1198,1,alive,fighter,71.6286,69.9726,85.0186,71.2823,161.773,77.3006,80.2261,77.5568,76.6218,64.4918,73.4364,78.4012,0,789.207,1176.7,1144.85,964.126,1157.47,1116.9,975,1152.63,3
s_73 626 2337 5861,18,95,5861,s_73,73 626 2337,11 184 1019 2721,0,lack of mass,fighter,65.9535,57.7335,68.6082,79.0313,69.5516,84.1945,75.1656,80.087,76.943,67.2896,69.2089,75.4166,0,0,1176.7,1090.22,886.72,1092.38,1181.21,975,1108.07,0
s_37 174 1984 10062,5,116,10062,s_37,37 174 1984,24 376 1001 2158,1,alive,useless,22.2333,22.5058,26.3572,27.3937,38.5885,67.4914,70.7994,82.2681,72.6704,23.4853,75.1837,24.6911,0,0,1176.68,762.311,435.045,490.617,1058.88,975,601.933,0
s_64 119 1202 2619 5769 10103,5,116,10103,s_64,64 119 1202 2619 5769,1 100 443 1350 3091,1,alive,useless,20.6369,20.5742,16.0608,22.8168,50.8402,79.26,75.6002,79.8642,79.689,25.9935,79.4277,25.0963,0,0,1176.64,789.355,414.805,467.446,1125.56,975,623.025,0
s_96 204 1599 5261,7,91,5261,s_96,96 204 1599,74 272 1380,0,accident,useless,35.4835,27.0803,31.4159,33.6659,56.909,79.7418,80.6367,77.3456,70.6035,27.8743,80.7129,31.6662,0,0,1176.64,907.969,538.546,623.651,1118.8,975,764.276,0
s_35 143 511 3408,15,78,3408,s_35,35 143 511,28 158 783,0,lack of mass,useless,59.5702,47.8985,74.7835,73.787,55.6117,69.4891,72.804,81.2601,75.6952,62.6079,74.9359,74.747,0,0,1176.62,1000.14,821.725,1014.11,1070.33,975,993.14,0
s_61 179 707,16,38,707,s_61,61 179,73 175,0,lack of mass,useless,64.5926,52.1283,71.4334,71.6592,66.3363,70.9063,78.2959,78.5137,81.5082,66.3215,68.5826,70.6514,0,0,1176.62,1055.65,821.596,1001.78,1084.72,975,1009.9,0
s_11 184 1343 10399,3,118,10399,s_11,11 184 1343,99 395 5185,1,alive,useless,14.5785,14.472,19.073,17.9341,25.7785,76.9217,87.2416,74.0392,77.1613,13.2601,76.2652,17.124,0,0,1176.6,858.147,383.817,418.157,1098.04,975,606.363,0
s_99 323 964 4275,36,85,4275,s_99,99 323 964,21 176 769,1,alive,gatherer,64.0915,44.6706,68.1706,74.4317,163.211,84.1448,68.0206,83.6446,72.403,79.3099,86.4499,79.6836,0,15343,1176.55,970.972,842.975,1062.18,1158.45,975,1056.7,0
s_24 522 1438 4796,32,89,4796,s_24,24 522 1438,28 591 1459,1,alive,fighter,64.4929,52.3058,85.4136,79.5178,146.639,63.4898,68.4755,83.4171,68.4677,68.3382,82.1471,79.1125,0,219.788,1176.55,1012.16,907.679,1126.28,1021.79,975,1054.32,14
s_99 135 439 1249 2828 6531,20,98,6531,s_99,99 135 439 1249 2828,61 195 983 3027,0,lack of mass,gatherer,61.4015,40.1002,65.0591,76.7588,58.6107,66.0473,76.455,79.4272,74.6382,70.9963,72.999,72.8047,0,0,1176.55,1041.97,817.344,1028.17,1044.61,975,1000.69,0
s_64 119 622 1511 6787,18,100,6787,s_64,64 119 622 1511,33 327 1102,0,lack of mass,fighter,67.8614,63.213,74.3413,85.1878,73.466,66.7886,84.5943,75.3566,85.3318,66.5255,73.474,69.0307,0,0,1176.54,1209.31,915.326,1111.78,1036.64,975,1107.4,0
s_25 161 715 2769 9593,7,114,9593,s_25,25 161 715 2769,27 107 1770 4646,1,alive,useless,30.2056,32.1997,29.3652,31.5768,40.2402,76.2171,81.1304,77.0865,78.989,27.1326,77.1638,30.6129,0,0,1176.52,900.005,511.363,577.751,1100.45,975,716.668,0
s_64 324 1111 5704,27,94,5704,s_64,64 324 1111,39 189 647 2085,1,alive,fighter,66.3217,63.3672,81.3508,70.7903,168.842,82.2319,78.5591,78.371,75.8933,71.8768,73.3819,71.9645,0,1069.15,1176.51,1108.63,914.014,1098.84,1153.97,975,1122.79,9
s_5 336 1225 5145,14,91,5145,s_5,5 336 1225,37 457 1617,0,disease,useless,60.8938,53.3732,66.0777,62.2837,86.2497,77.9121,78.9746,78.16,83.8171,53.1583,91.634,59.6754,0,0,1176.47,1057.74,805.754,962.929,1086.6,975,1014.37,0
s_98 337 1432 4849 8845,11,110,8845,s_98,98 337 1432 4849,20 222 587 1492 3962,1,alive,useless,47.4988,46.3195,52.9173,61.7891,63.575,70.7402,83.7812,75.7562,80.3631,53.4032,71.3273,48.2954,0,0,1176.47,1052.12,689.022,816.33,1069.8,975,891.396,0
s_3 297 1394 4303,16,85,4303,s_3,3 297 1394,34 473,0,lack of mass,useless,66.4129,47.7526,79.3501,74.1829,72.7634,84.9282,72.453,81.4199,65.4696,52.4974,78.9182,66.7764,0,0,1176.46,998.058,809.626,988.576,1170.92,975,1040.48,0
s_71 434 1495,22,57,1495,s_71,71 434,21 270 621,0,disease,fighter,73.0601,63.6933,72.9096,79.7364,152.246,67.8842,71.6535,81.8109,66.2839,70.4227,74.4839,73.7995,0,11916.8,1176.38,1075.17,901.832,1101.33,1061.65,975,1071.95,0
s_53 150 774 1788 5778,17,94,5778,s_53,53 150 774 1788,15 103 737 2364,0,lack of mass,useless,64.5721,40.1908,71.427,89.731,70.0924,67.4517,72.2665,81.5029,75.8203,81.7349,85.4361,72.5682,0,0,1176.36,1023.16,807.06,1020.57,1035.8,975,1000.75,0
s_51 331 1895 6157,3,96,6157,s_51,51 331 1895,40 486 1728,0,accident,useless,13.9102,14.3234,14.4845,16.035,34.0962,72.1963,79.9171,77.6749,81.0476,16.7459,74.3436,17.3163,0,0,1176.33,810.329,400.472,444.406,1079.71,975,594.569,0
s_34 532 2480 5722,16,94,5722,s_34,34 532 2480,21 137 928 2578,0,lack of mass,useless,70.8207,56.4357,69.0515,79.7821,82.425,78.9591,73.2172,81.0197,79.6664,64.3264,79.5476,63.2484,0,0,1176.28,1045.12,808.506,981.309,1126.68,975,1029.76,0
s_64 398 1133 3335,43,78,3335,s_64,64 398 1133,21 270 1371,1,alive,gatherer,67.636,56.7489,70.4069,67.214,160.042,77.4641,77.7032,78.385,67.4867,67.8291,69.7736,72.4069,0,61962.8,1174.32,1076.81,869.498,1056.12,1129.26,975,1070.76,0
s_21 176 1065 3199,44,77,3199,s_21,21 176 1065,27 107 971,1,alive,fighter,64.2863,65.0015,78.4679,93.0831,141.644,71.5618,79.7523,77.3498,68.4295,73.6002,69.8936,67.9493,0,400.073,1174.26,1196.88,926.621,1130.53,1084.59,975,1130.41,26
s_15 400 1366 8375,13,108,8375,s_15,15 400 1366,52 1031 3364,1,alive,useless,47.228,61.3,47.0006,54.0447,95.0529,77.4087,75.0246,80.1151,65.7875,52.8985,77.9857,59.9688,0,0,1176.27,997.621,737.475,868.678,1116.23,975,914.799,0
s_44 319 778 2048 6890,8,100,6890,s_44,44 319 778 2048,64 180 761,0,lack of mass,useless,37.2086,21.0669,44.7677,42.8131,22.8417,78.52,77.2146,79.0179,77.9775,31.5605,74.4402,40.5059,0,0,1176.25,866.936,546.652,651.812,1127.81,975,766.585,0
s_69 181 891 6155,17,96,6155,s_69,69 181 891,21 137 435 1732,0,lack of mass,useless,65.633,44.495,67.3974,80.2107,73.2606,71.8773,78.2572,78.4965,74.5204,84.3234,89.0252,85.0269,0,0,1176.25,1062.77,845.711,1068.28,1050.58,975,1039.33,0
s_28 130 1442,14,56,1442,s_28,28 130,43 294,0,lack of mass,useless,58.4958,40.559,64.7798,75.3696,47.1917,69.3154,78.572,78.3327,70.8333,46.4787,73.2649,64.5842,0,0,1176.19,1037.76,761.858,940.508,1063.68,975,960.198,0
s_27 107 824 5713,17,94,5713,s_27,27 107 824,74 355 1809,0,lack of mass,useless,60.6826,42.6648,56.0723,60.9184,54.5451,79.62,75.4443,79.8873,75.3282,73.9829,82.1354,79.7177,0,0,1176.09,975.367,777.071,968.694,1122.73,975,976.639,0
s_6 127 661 3896,29,82,3896,s_6,6 127 661,33 258 930,0,lack of mass,gatherer,63.629,26.5631,68.3876,87.6704,48.6787,74.9494,79.346,77.9353,77.4312,76.109,79.3283,77.3809,0,0,1176.08,1068.04,820.642,1062.81,1091.19,975,1055.02,0
s_99 135 439 2121 7545,18,103,7545,s_99,99 135 439 2121,64 398 1133 3132,0,lack of mass,gatherer,61.6252,34.1937,75.8933,82.6668,61.0249,82.9458,74.2299,80.4908,68.7337,77.3198,77.6966,76.362,0,0,1176.06,1022.15,837.672,1067.43,1156.7,975,1073.92,0
s_15 1059,2,47,1059,s_15,15,40 233,0,disease,useless,11.9849,9.8261,12.6512,12.1906,25.9987,68.7463,79.0397,78.0855,71.2168,10.315,74.5517,11.139,0,0,1176.05,777.407,359.237,389.384,1056.38,975,546.956,0
s_24 221 670 3248,17,77,3248,s_24,24 221 670,64 180 960,0,lack of mass,useless,72.3636,39.942,63.17,72.1239,77.9785,86.9183,73.0627,81.0738,71.7495,73.6531,78.5678,80.8678,0,0,1176.05,980.455,797.484,1005.85,1184.51,975,1035.71,0
s_1 371 866,63,42,866,s_1,1 371,27 289,0,disease,gatherer,65.8764,51.4666,44.4956,53.8471,186.84,65.9416,76.1037,79.5475,76.8579,85.537,77.9248,82.3965,0,43719.4,1175.99,1000.87,807.193,1000.7,1034.38,975,956.424,0
s_11 184 531 2057 9462,8,113,9462,s_11,11 184 531 2057,53 150 774 1788 4349,1,alive,useless,31.0478,37.4758,34.8811,31.1232,58.0311,71.8479,69.831,82.6808,68.078,33.3163,84.5941,38.1174,0,0,1175.96,812.302,542.929,620.121,1071.79,975,705.019,0
s_20 222 587 2344 6072 10776,2,119,10776,s_20,20 222 587 2344 6072,32 111 615 2230 5148,1,alive,useless,10.7272,9.53942,14.9285,11.1781,20.4585,79.5225,74.2374,80.4678,74.2239,11.415,88.0636,12.5397,0,0,1175.86,710.659,324.157,345.163,1111.93,975,533.422,0
s_44 183 768,32,40,768,s_44,44 183,42 286,0,disease,gatherer,77.2293,51.1788,79.957,74.1644,151.034,73.7139,67.024,84.0688,70.8281,59.793,79.5455,67.6759,0,37381.9,1175.81,979.246,849.766,1039.44,1099.11,975,1045.4,0
s_54 597 5342,9,92,5342,s_54,54 597,3 297 1075,0,lack of mass,useless,35.3306,20.3008,35.881,44.5018,16.3764,80.0577,69.4185,82.8709,69.8281,41.4022,85.8313,47.8352,0,0,1175.8,804.217,543.579,665.003,1127.35,975,750.613,0
s_35 143 1105 3595,7,80,3595,s_35,35 143 1105,48 116 1032,0,accident,useless,30.3324,32.4593,29.0769,27.9493,60.1107,67.1032,78.8116,78.1738,90.2205,26.1309,77.7978,33.3121,0,0,1175.8,890.53,546.027,623.243,1038.65,975,713.672,0
s_21 364 979 2765 6452,11,98,6452,s_21,21 364 979 2765,61 179 1163,0,lack of mass,useless,44.2393,24.0712,46.7819,68.624,27.4445,70.7762,78.4654,78.3464,69.338,51.2322,80.4679,50.6786,0,0,1175.79,963.1,621.807,776.352,1059.54,975,838.265,0
s_40 160 981 2650,18,72,2650,s_40,40 160 981,40 160 752,0,lack of mass,fighter,70.6752,56.0581,88.1528,91.3151,81.423,71.2731,74.4116,80.3666,71.69,60.5142,71.7881,73.7201,0,0,1175.72,1114.81,931.286,1150.32,1086.44,975,1128.45,0
s_9 257 1291,37,52,1291,s_9,9 257,48 332,0,disease,gatherer,75.004,54.7655,54.4185,58.8979,177.131,73.3818,72.4982,81.323,76.5334,76.6581,81.9019,76.9082,0,46710.3,1175.72,993.474,823.011,1009.38,1083.84,975,1002.62,0
s_44 153 1107 7530,15,103,7530,s_44,44 153 1107,71 273 657 2513,0,lack of mass,useless,59.4176,36.3709,61.8633,78.8446,59.6324,77.8208,69.2182,82.9616,78.8436,76.7507,80.2406,64.4838,0,0,1175.71,951.145,734.322,921.164,1123.15,975,952.624,0
s_43 329 1309 6356,13,97,6356,s_43,43 329 1309,21 137 852 2688,0,lack of mass,useless,51.9826,28.8074,53.1258,64.8285,38.5881,76.9712,73.6578,80.7418,79.0983,56.7175,100.013,58.325,0,0,1175.71,927.607,665.999,828.627,1071,975,883.665,0
s_74 355 1131,54,48,1131,s_74,74 355,43 267,0,lack of mass,gatherer,66.537,23.3247,48.9801,63.136,39.6451,74.2585,64.3319,85.2423,70.7553,90.5244,85.1511,74.9733,0,286.672,1175.7,863.062,725.723,932.901,1096.63,975,920.199,0
s_21 364 979 3363 8077,15,106,8077,s_21,21 364 979 3363,5 113 753 2544,0,lack of mass,useless,69.3034,53.7384,68.8148,78.8589,81.6385,73.943,85.7134,74.7129,69.1873,59.4483,77.9111,85.7993,0,0,1175.7,1145.25,877.251,1092.52,1075.92,975,1083.05,0
s_1 100 706 1674,16,60,1674,s_1,1 100 706,43 294,0,lack of mass,useless,62.3444,50.4915,74.3591,71.1185,66.1132,68.3146,74.1397,80.4997,80.6593,62.58,77.0072,57.76,0,0,1175.7,1012.89,781.232,937.511,1055.69,975,965.249,0
s_33 327 759 2554,4,71,2554,s_33,33 327 759,6 173 482,0,accident,useless,18.441,15.2483,16.7933,20.9611,46.6,83.7002,78.1683,78.484,80.7784,21.8441,82.8565,21.9398,0,0,1175.68,812.143,424.752,483.397,1145.64,975,653.931,0
s_27 594 1564 8900,11,110,8900,s_27,27 594 1564,96 204 1830,1,alive,useless,49.1532,38.3559,57.6806,49.3177,66.7475,77.5499,84.2773,75.4282,75.7626,42.2051,68.0431,50.5894,0,0,1175.67,1000.38,672.399,795.095,1123.05,975,890.297,0
s_21 392 1556 7296,16,102,7296,s_21,21 392 1556,1 416 1353,0,lack of mass,useless,66.4413,59.1442,72.5564,59.978,72.8747,72.1259,75.5487,79.7886,82.5598,63.3055,76.4404,70.0819,0,0,1175.63,1017.57,827.121,987.597,1081.37,975,999.224,0
s_3 521 1470 9435,8,113,9435,s_3,3 521 1470,35 202 550 2077 5155,1,alive,useless,35.4374,26.0558,38.7749,36.015,51.6539,77.0496,75.7066,79.7093,67.1958,30.9471,75.5961,37.0136,0,0,1175.63,847.772,529.696,617.96,1117.28,975,735.486,0
s_43 895 4088 10279,4,117,10279,s_43,43 895 4088,35 143 638 2276,1,alive,useless,20.8521,21.9908,18.4564,17.3838,41.501,85.7109,71.94,81.5926,70.2771,18.8007,71.5748,18.8004,0,0,1175.63,742.256,391.2,425.421,1191.6,975,612.469,0
s_20 222 893 2038,18,65,2038,s_20,20 222 893,69 181 692,0,lack of mass,gatherer,62.4184,34.2502,83.1523,82.8264,45.9876,69.2574,73.0918,81.0156,77.9173,79.0005,84.9673,79.0808,0,0,1175.61,1018.63,866.97,1100.83,1047.91,975,1054.72,0
s_39 189 948 4277,16,85,4277,s_39,39 189 948,21 270 1288,0,lack of mass,useless,69.124,50.0155,74.4425,79.4838,80.3043,79.6542,74.1987,80.4583,71.0269,56.7311,71.275,72.1474,0,0,1175.58,1035.1,828.024,1021.72,1146.4,975,1047.52,0
s_5 336 1657,61,60,1657,s_5,5 336,33 258 663,1,alive,gatherer,64.7921,53.3595,54.7617,59.2763,171.1,64.5626,71.1971,81.5975,72.6505,89.945,83.3961,66.8108,0,78283.5,1173.75,986.045,793.321,962.222,1021.34,975,947.079,0
s_98 337 1432 7298,19,102,7298,s_98,98 337 1432,68 131 1545,1,alive,gatherer,64.841,53.2802,69.482,84.273,170.132,69.9653,78.295,78.4071,73.5531,73.0447,79.8607,74.076,0,2765.16,1175.55,1117.66,877.611,1091.2,1055.26,975,1072.19,0
s_21 364 979 2765 10271,4,117,10271,s_21,21 364 979 2765,39 189 723 3051,1,alive,useless,19.2541,16.4432,16.4782,21.8469,39.5416,73.2135,69.9973,82.5551,74.2042,21.9568,69.5407,19.9631,0,0,1175.54,722.18,378.004,421.885,1111.08,975,564.838,0
s_71 273 657 3334 9446,8,113,9446,s_71,71 273 657 3334,28 158 1021 3616,1,alive,useless,31.3133,24.9252,29.2448,32.7213,61.9657,88.8735,66.3041,84.3998,72.3407,42.0267,86.5064,39.9963,0,0,1175.52,751.225,499.572,590.296,1192.3,975,719.517,0
s_35 202 550 1894 5881,16,95,5881,s_35,35 202 550 1894,54 372 978 2490,0,lack of mass,useless,64.796,37.6027,66.6592,72.9973,71.0714,80.318,75.739,79.6812,61.4953,68.562,83.2756,67.902,0,0,1175.51,995.379,760.287,947.157,1124.72,975,991.672,0
s_71 434 2438 7192,19,102,7192,s_71,71 434 2438,1 100 706 2964,1,alive,gatherer,67.6453,56.8006,61.1085,67.6088,178.777,73.6013,79.3972,77.8519,79.923,84.9237,79.9296,73.3091,0,2281.53,1175.5,1088.06,851.804,1040.36,1078.91,975,1044.55,0
s_48 116 468 1902 6543,16,98,6543,s_48,48 116 468 1902,5 553 1650,0,lack of mass,useless,65.0664,53.1149,77.691,77.7016,69.8362,78.867,80.5734,77.2631,68.7024,55.7993,62.8773,67.0227,0,0,1175.5,1095.74,835.814,1015.63,1148.1,975,1059.06,0
s_71 434 2124 5119,18,91,5119,s_71,71 434 2124,3 297 1006 2244,0,lack of mass,gatherer,67.7309,41.776,68.7157,77.5112,70.3265,73.3652,77.8936,78.6011,78.4175,74.2441,72.4637,65.8804,0,0,1175.48,1062.47,812.691,1009.26,1094.43,975,1031.77,0
s_39 189 948 2923 8589,12,109,8589,s_39,39 189 948 2923,74 355 940 2895,1,alive,useless,44.1186,35.702,45.0709,50.881,80.8764,86.7484,79.457,77.8165,75.4697,64.7425,83.6337,52.9047,0,0,1175.45,955.866,643.117,774.567,1163.42,975,880.75,0
s_33 327 1036 2752,48,73,2752,s_33,33 327 1036,33 258 663,1,alive,fighter,57.6352,54.6873,66.2746,73.0371,170.026,62.2232,83.0333,75.6067,71.865,84.4875,73.7118,80.9154,0,20992.3,1173.32,1134.67,890.784,1103.14,1006.36,975,1045.67,17
s_9 207 601 2602 6397,12,98,6397,s_9,9 207 601 2602,15 103 437 1515,0,lack of mass,useless,44.4383,39.145,56.2532,61.4445,31.3326,88.3556,81.849,76.6163,70.7761,39.9888,73.8456,53.2556,0,0,1175.41,1017.04,690.743,832.42,1190.65,975,940.757,0
s_43 895 2763 8363,13,108,8363,s_43,43 895 2763,28 158 817 2593,0,lack of mass,useless,52.2245,40.313,57.95,66.5097,40.2796,86.776,70.5969,82.2421,89.8275,50.4905,79.6639,52.7704,0,0,1175.41,936.003,689.185,835.659,1184.83,975,926.755,0
s_27 211 788 8446,13,108,8446,s_27,27 211 788,71 900 3312,1,alive,useless,47.0365,35.6853,49.1716,65.5067,73.1209,79.4519,83.9322,75.5684,83.1633,59.054,76.3548,48.3333,0,0,1175.35,1041.3,663.959,803.906,1120.16,975,905.526,0
s_24 376 1270 5580,28,93,5580,s_24,24 376 1270,98 337 785 2499,1,alive,fighter,61.8586,64.8781,80.4313,69.3871,163.675,72.4387,77.8005,78.6321,79.5589,63.0265,77.97,66.8374,0,600.312,1175.32,1101.8,898.145,1069.8,1077.03,975,1074.44,10
s_70 640 2587 6453,16,98,6453,s_70,70 640 2587,28 130 689 2017,0,lack of mass,useless,66.755,39.6609,67.8482,78.2644,68.9841,75.4432,72.0687,81.4979,75.9638,76.9128,88.7588,78.5277,0,0,1175.32,983.126,798.597,1010.23,1085.08,975,1004,0
s_85 197 671,4,37,671,s_85,85 197,54 104,0,disease,useless,17.3749,16.9632,19.4734,23.5159,35.4268,78.2774,77.6037,78.7221,79.2386,17.3209,80.4271,22.3319,0,0,1175.24,819.871,438.827,500.163,1113.25,975,649.587,0
s_5 367 1271 6857,12,100,6857,s_5,5 367 1271,48 116 1195,0,lack of mass,useless,50.9693,40.1348,64.0321,59.5856,39.9328,82.3605,70.4422,82.3028,77.8643,47.8283,63.3288,49.6701,0,0,1175.24,912.045,682.383,814.671,1186.77,975,900.854,0
s_15 219 802 2775,15,73,2775,s_15,15 219 802,9 207 686,0,lack of mass,useless,66.4559,41.8961,79.9185,89.162,66.2345,73.1333,74.7173,80.16,83.0974,55.9153,76.6742,63.1504,0,0,1175.19,1045.55,801.742,994.161,1089.06,975,1022.94,0
s_21 176 1065 4251,26,85,4251,s_21,21 176 1065,40 418 1849,0,disease,fighter,64.398,58.4435,85.6071,84.7971,142.048,67.4317,77.9125,78.5614,74.5124,62.1196,72.5034,68.7953,0,1179.43,1175.18,1129.73,911.906,1111.56,1052.7,975,1094.52,9
s_43 876 2361 7577,17,104,7577,s_43,43 876 2361,5 367 1180 3237,1,alive,useless,63.2108,54.4515,45.4571,60.9824,110.972,75.9746,76.5105,79.2593,76.4362,83.3833,80.9061,71.0667,0,0,1175.15,1017.09,763.348,930.711,1097.79,975,956.301,0
s_1 275 794 1780 6852,10,100,6852,s_1,1 275 794 1780,44 183 632,0,lack of mass,useless,42.473,25.8626,49.1075,52.8422,21.5799,70.4394,69.6062,82.7093,76.2591,44.6662,71.6449,43.4922,0,0,1175.12,845.296,584.429,704.967,1087.91,975,773.093,0
s_28 285 1081 2249 5348,11,92,5348,s_28,28 285 1081 2249,20 542,0,lack of mass,useless,43.6919,36.0116,57.0335,52.2211,28.6779,82.3881,79.6756,77.6726,84.8677,41.3245,79.375,50.2436,0,0,1175.1,961.893,661.325,788.006,1140.98,975,886.16,0
s_35 202 832 1844 6444,16,98,6444,s_35,35 202 832 1844,3 140 700 1815,0,lack of mass,useless,63.1268,36.0523,72.2631,83.5155,63.7218,82.459,83.0536,75.9821,78.9381,69.3123,101.959,70.3366,0,0,1175.09,1086.4,794.423,999.317,1091.24,975,1050.34,0
s_20 222 1214 3140 6415,23,98,6415,s_20,20 222 1214 3140,5 336 1657,1,alive,retired,65.3095,53.1295,82.0499,83.4389,151.605,72.3902,74.8683,80.0734,76.3516,75.5625,76.3039,67.5735,0,1090.69,1175.08,1084.04,880.53,1080.21,1084.34,975,1080.02,1
s_54 186 1505 3487 8578,10,109,8578,s_54,54 186 1505 3487,40 303 1318,0,lack of mass,useless,45.4914,35.2419,42.416,47.013,28.4781,69.7262,73.5942,80.7097,70.8694,38.6607,78.1326,43.8214,0,0,1175.07,889.058,595.581,704.119,1063.95,975,779.308,0
s_22 124 485 3594,16,80,3594,s_22,22 124 485,44 277 1314,0,lack of mass,useless,69.3361,61.3173,68.1749,65.8681,76.3103,69.4652,81.9608,76.5263,76.5712,62.0135,72.8356,75.0796,0,0,1175.07,1101.69,855.997,1030.32,1060.16,975,1031.91,0
s_68 131 535 1424 4457,1,86,4457,s_68,68 131 535 1424,9 379 1037,0,accident,useless,6.42424,8.05519,7.68949,8.02419,17.3652,72.9935,82.2074,76.4028,77.1907,7.06363,63.43,8.12776,0,0,1175.07,788.104,333.793,354.037,1103.3,975,535.82,0
s_3 297 990 2647 5994,17,95,5994,s_3,3 297 990 2647,21 176 1137 2789,0,lack of mass,fighter,63.5646,54.0799,85.1809,83.0523,68.5836,70.7271,73.4043,80.8014,72.9212,60.2258,72.6462,84.3926,0,0,1175.03,1050.68,901.119,1120.01,1082.2,975,1072.88,0
s_48 116 571 1666 8352,11,107,8352,s_48,48 116 571 1666,53 610 2422,0,lack of mass,useless,50.3692,36.3699,52.1992,53.7794,40.5897,81.8755,74.2421,80.3822,79.9831,41.0261,84.9478,42.9157,0,0,1175.03,918.773,626.645,741.338,1134.38,975,856.03,0
